timestamp,Open,High,Low,Close,Volume,Trade count,VWAP,market_capitalization,mvrv,nupl,price,realized_capitalization,realized_price,supply
2024-01-18 00:00:00+00:00,102.01,103.56,91.37,94.31,2220528.490576196,164198.0,97.0674,1500934857.8671777,3.2643723542387693,0.6936623977036487,0.4197656680052176,459792785.562046,0.12859000826304456,3575649397.4360037
2024-01-19 00:00:00+00:00,94.33,95.6,87.0,93.6,2306390.488363249,142280.0,92.0992,1329879951.2711344,2.8579907865650225,0.6501038405369091,0.37113396161981094,465319887.49673253,0.12985834781709407,3583288216.1117373
2024-01-20 00:00:00+00:00,93.56,94.379,89.5,92.82,833683.4497182473,70367.0,92.3073,1289803726.674602,2.7644101851286567,0.6382591825990326,0.35918879471542486,466574654.37408453,0.12993324820162608,3590879631.132361
2024-01-21 00:00:00+00:00,92.82,94.093,90.7,91.02,645524.342794379,54922.0,92.3444,1168731645.1351416,2.5141540396118236,0.6022518969623689,0.32453203914280737,464860794.8125524,0.1290820029439859,3601282783.117915
2024-01-22 00:00:00+00:00,91.03,92.088,81.94,83.75,2263539.660620172,143796.0,86.4786,979817024.1004539,2.125474750818154,0.5295168763519433,0.27071760683160867,460987374.1023248,0.12736806528866174,3619332468.1313324
2024-01-23 00:00:00+00:00,83.74,86.027,78.14,84.3,2465757.711312168,149416.0,81.7029,874903273.420495,1.903831531771364,0.4747434406291299,0.24095626574341356,459548683.17916083,0.12656385910323845,3630962949.7335873
2024-01-24 00:00:00+00:00,84.28,89.467,83.25,88.74,1848617.7585578163,103050.0,86.3971,1209860777.8199825,2.4808245485482328,0.5969082132046801,0.33065823675073797,487684942.70503235,0.13328561947044487,3658946438.802972
2024-01-25 00:00:00+00:00,88.74,89.701,85.03,86.86,1465198.5812381539,81075.0,87.5013,1323717020.3962836,2.645459925371412,0.6219938958781982,0.36086250919394836,500373113.8397188,0.1364082312240223,3668203226.0792203
2024-01-26 00:00:00+00:00,86.87,93.7,85.8,92.24,1729044.8048879541,98972.0,91.0197,1354229624.256004,2.6689579790004463,0.6253219391732383,0.36858426003897754,507400129.53039366,0.13810043580267095,3674138510.724238
2024-01-27 00:00:00+00:00,92.27,94.82,90.64,94.27,1061170.7893025798,75643.0,92.717,1235766379.0645442,2.4499783450119645,0.5918331270005097,0.33606248766747204,504398898.7006778,0.13716957472366184,3677192261.59902
2024-01-28 00:00:00+00:00,94.28,99.44,93.43,95.98,1764744.017334823,111032.0,96.2626,1273466763.3193948,2.5107678783843563,0.6017154717450481,0.34616834596697216,507202109.0770257,0.1378734963702525,3678749886.163468
2024-01-29 00:00:00+00:00,95.96,102.0,95.06,101.69,2153066.246218924,120421.0,99.1559,1166043710.7644708,2.306154912034559,0.5663777854724554,0.316083114110608,505622456.09760547,0.13706065991540442,3689041453.6868715
2024-01-30 00:00:00+00:00,101.69,106.46,100.96,101.4,2624348.132366088,144030.0,103.9336,1157151442.0040376,2.276586067039697,0.5607457963140723,0.3134433405191444,508283635.2015065,0.13768130494039385,3691740395.847911
2024-01-31 00:00:00+00:00,101.38,102.8,95.01,96.91,3020544.211448261,159598.0,99.661,997776003.5139145,2.0017047222817608,0.5004258176200478,0.2697844458977732,498463131.15380013,0.13477734397820848,3698419307.2865
2024-02-01 00:00:00+00:00,96.88,98.07,92.44,97.78,2616560.9901137957,165114.0,95.5296,856601409.5124861,1.7551869879601083,0.4302601336156169,0.23120677935777842,488039972.6003181,0.13172771957846424,3704914760.249947
2024-02-02 00:00:00+00:00,97.81,102.56,97.36,100.55,2152353.3634207863,129097.0,99.7996,848337195.6012672,1.7462892138829849,0.4273571685319888,0.2287704950072681,485794213.72874177,0.13100378401730053,3708245661.549648
2024-02-03 00:00:00+00:00,100.57,101.2,96.58,97.93,1137476.5181979232,85445.0,98.6712,957112807.9079857,1.9435646367705244,0.4854814802240768,0.25746200454238866,492452265.1833943,0.13246896947569184,3717491478.43835
2024-02-04 00:00:00+00:00,97.92,98.58,95.051,95.47,831800.429150978,73404.0,96.9951,843284990.0168555,1.7172449665972156,0.41767189920402736,0.22650776229348793,491068546.6662662,0.13190183503191244,3722984949.7352076
2024-02-05 00:00:00+00:00,95.42,98.623,94.1,95.5,1278328.7137132315,91526.0,96.1127,808690006.3226385,1.663894525832391,0.39900036662496186,0.21688275614763214,486022397.31396306,0.13034645693009472,3728696650.148447
2024-02-06 00:00:00+00:00,95.52,97.9,93.04,96.86,1680788.9894919775,100848.0,95.6689,767013167.8602443,1.5993371146500148,0.3747409530861594,0.2055291474155496,479581922.30666196,0.12850895882606078,3731894855.3289957
2024-02-07 00:00:00+00:00,96.86,101.54,94.57,101.13,1535723.427468508,95484.0,97.5152,749148278.135097,1.562113453384525,0.3598416313275018,0.2003991141373371,479573539.62477463,0.1282871699895715,3738281385.923155
2024-02-08 00:00:00+00:00,101.1,105.22,100.47,102.79,2614311.192344433,160264.0,102.6853,845191977.6061429,1.7470076764253093,0.42759266974362753,0.22585413284204287,483794083.455636,0.12928056120748185,3742202841.146372
2024-02-09 00:00:00+00:00,102.81,109.2,102.78,106.99,2489145.162582706,143533.0,105.6382,909735639.2899961,1.8736316751258508,0.4662771700137752,0.24297851262331369,485546679.9411841,0.1296831793831586,3744099136.4547
2024-02-10 00:00:00+00:00,106.96,110.99,106.9,109.0,1555759.7613751518,101235.0,109.1123,1138520309.8797975,2.262495763984675,0.5580102221986862,0.30324156705554645,503214338.7860545,0.13402967284300316,3754499493.373375
